Date,Time,User,Partner,Status,Transaction ($),Category,Sequence Time (min:sec)
9/1/2015,11:21 AM,613204,KIAD9J,ACCEPTED,30.33,C,0:05
9/1/2015,2:07 PM,607517,WHJPMC,ACCEPTED,29.38,C,0:13
9/1/2015,11:21 AM,178592,AGWNCX,ACCEPTED,29.27,C,0:07
9/1/2015,11:12 AM,173993,QKUR3J,ACCEPTED,28.25,E,0:23
9/1/2015,5:06 PM,176107,8HSSRR,ACCEPTED,28.14,C,1:29
9/1/2015,10:39 AM,280023,LOI03P,ACCEPTED,27.12,C,1:32
9/1/2015,5:16 PM,560682,AGWNCX,ACCEPTED,27.01,C,0:18
9/1/2015,7:43 AM,565541,NAU0XL,ACCEPTED,26.84,D,0:08
9/1/2015,11:37 AM,465054,TENC59,ACCEPTED,26.56,C,0:32
9/1/2015,11:35 AM,601263,8HSSRR,ACCEPTED,25.88,C,1:55
9/1/2015,10:32 AM,624378,0EC498,ACCEPTED,25.88,C,1:24
9/1/2015,11:17 AM,390524,LOI03P,ACCEPTED,24.86,C,2:00
9/1/2015,5:40 PM,655863,TENC59,ACCEPTED,24.86,C,0:08
9/1/2015,4:25 PM,454773,W00BXM,ACCEPTED,24.75,E,1:29
9/1/2015,11:21 AM,507360,G43YQ1,ACCEPTED,24.51,C,1:10
9/1/2015,11:00 AM,748906,KIAD9J,ACCEPTED,23.68,C,0:06
9/1/2015,4:55 PM,240034,8HSSRR,ACCEPTED,23.56,C,2:46
9/1/2015,1:00 PM,965952,RYZDAE,ACCEPTED,23.46,A,2:37
9/1/2015,11:06 AM,580903,AGWNCX,ACCEPTED,23.11,C,0:19
9/1/2015,11:40 AM,119301,JPUU3X,ACCEPTED,22.6,C,2:35
9/1/2015,12:21 PM,756402,G7W8O0,ACCEPTED,22.6,D,1:12
9/1/2015,12:58 PM,686579,JPUU3X,ACCEPTED,22.6,C,0:57
9/1/2015,10:24 AM,732034,7OG3CG,ACCEPTED,22.55,C,0:06
9/1/2015,3:37 PM,649730,ZZNA1K,ACCEPTED,22.35,C,0:19
9/1/2015,11:53 AM,190220,A4O2XC,ACCEPTED,22.04,C,0:59
9/1/2015,11:51 AM,484489,6AKQPM,ACCEPTED,22,C,1:06
9/1/2015,4:52 PM,394957,3L4ZGE,ACCEPTED,21.98,C,1:14
9/1/2015,5:06 PM,344608,EJRZQA,ACCEPTED,21.98,C,1:02
9/1/2015,10:34 AM,257590,A4O2XC,ACCEPTED,21.76,C,1:43
9/1/2015,11:45 AM,468844,JPUU3X,ACCEPTED,21.45,C,0:32
9/1/2015,1:55 PM,916837,EX6L2Q,ACCEPTED,20.89,C,0:10
9/1/2015,7:41 PM,434932,9CUHY3,ACCEPTED,20.85,C,1:09
9/1/2015,5:28 PM,436312,QH7DX2,ACCEPTED,20.65,D,0:28
9/1/2015,10:36 AM,326158,LOI03P,ACCEPTED,20.34,C,3:06
9/1/2015,1:13 PM,788010,PNNHCC,ACCEPTED,20.32,C,0:39
9/1/2015,11:17 AM,679414,00WQGO,ACCEPTED,20.23,C,5:32
9/1/2015,11:17 AM,878554,ZFX6KJ,ACCEPTED,19.89,C,0:28
9/1/2015,1:59 PM,620200,9CUHY3,ACCEPTED,19.72,C,1:05
9/1/2015,1:41 PM,758986,GY5MTI,ACCEPTED,19.72,C,0:24
9/1/2015,12:08 PM,566328,PKACD8,ACCEPTED,19.42,C,0:17
9/1/2015,11:53 AM,566328,PKACD8,ACCEPTED,19.42,C,0:13
9/1/2015,12:29 PM,532129,M760L6,ACCEPTED,19.21,D,1:30
9/1/2015,12:06 PM,617178,ZFX6KJ,ACCEPTED,19.21,C,0:18
9/1/2015,11:41 AM,734298,ZFX6KJ,ACCEPTED,19.21,C,0:15
9/1/2015,7:28 PM,934608,8HSSRR,ACCEPTED,19.1,C,3:25
9/1/2015,11:12 AM,960327,NCZ7KY,ACCEPTED,18.93,E,0:20
9/1/2015,10:57 AM,338479,YX262L,ACCEPTED,18.65,E,0:55
9/1/2015,8:52 PM,105474,G43YQ1,ACCEPTED,18.6,C,1:17
9/1/2015,11:40 AM,256388,G43YQ1,ACCEPTED,18.35,C,0:30
9/1/2015,11:35 AM,656070,TZ7OZ3,ACCEPTED,18.17,A,0:13
9/1/2015,11:14 AM,994303,W00BXM,ACCEPTED,18.12,E,0:45
9/1/2015,11:58 AM,239117,KIAD9J,ACCEPTED,18.09,C,1:08
9/1/2015,12:13 PM,316165,GA9MJ0,ACCEPTED,18.08,D,1:05
9/1/2015,10:49 AM,486811,ZFX6KJ,ACCEPTED,18.08,C,0:16
9/1/2015,11:15 AM,335799,UEZQP6,ACCEPTED,18.08,D,0:10
9/1/2015,11:20 AM,518834,ZFX6KJ,ACCEPTED,18.08,C,0:10
9/1/2015,11:57 AM,446911,AGWNCX,ACCEPTED,18.08,C,0:09
9/1/2015,12:08 PM,504085,ZFX6KJ,ACCEPTED,18.08,C,0:08
9/1/2015,12:40 PM,237052,UK1GEQ,ACCEPTED,18.07,C,1:57
9/1/2015,11:27 AM,691637,U6FD6Y,ACCEPTED,18.03,C,2:44
9/1/2015,4:55 PM,560556,8HSSRR,ACCEPTED,18.02,C,2:03
9/1/2015,12:57 PM,712409,UK1GEQ,ACCEPTED,18.01,C,0:46
9/1/2015,10:46 AM,703542,A4O2XC,ACCEPTED,17.8,C,0:34
9/1/2015,2:26 PM,644582,NAU0XL,ACCEPTED,17.63,D,0:05
9/1/2015,1:50 PM,142847,KIAD9J,ACCEPTED,17.58,C,0:10
9/1/2015,9:44 AM,440371,Z6HWDQ,REJECTED,17.52,E,0:33
9/1/2015,12:08 PM,773086,UK1GEQ,ACCEPTED,17.49,C,0:54
9/1/2015,11:01 AM,721525,8HSSRR,ACCEPTED,17.46,C,1:58
9/1/2015,10:55 AM,935051,JPUU3X,ACCEPTED,17.4,C,4:43
9/1/2015,10:59 AM,723567,8HSSRR,ACCEPTED,17.4,C,1:54
9/1/2015,4:58 PM,976687,A4O2XC,ACCEPTED,17.4,C,0:40
9/1/2015,11:14 AM,656070,JPUU3X,ACCEPTED,17.39,C,0:31
9/1/2015,11:00 AM,968476,NAU0XL,ACCEPTED,17.35,D,0:27
9/1/2015,11:12 AM,347280,XQYXJX,ACCEPTED,17.23,A,3:13
9/1/2015,11:12 AM,871433,A4O2XC,ACCEPTED,16.95,C,2:20
9/1/2015,12:57 PM,450649,WHJPMC,ACCEPTED,16.95,C,2:15
9/1/2015,11:05 AM,823592,LOI03P,ACCEPTED,16.95,C,1:54
9/1/2015,12:38 PM,125801,ZFX6KJ,ACCEPTED,16.95,C,1:11
9/1/2015,12:09 PM,137724,4E0GZ9,ACCEPTED,16.95,C,1:01
9/1/2015,8:24 PM,327901,A4O2XC,ACCEPTED,16.95,C,0:37
9/1/2015,10:57 AM,855344,YX262L,ACCEPTED,16.95,E,0:13
9/1/2015,11:39 AM,857452,ZZNA1K,ACCEPTED,16.94,C,0:15
9/1/2015,11:24 AM,249821,EX6L2Q,ACCEPTED,16.9,C,0:24
9/1/2015,10:51 AM,660311,EX6L2Q,ACCEPTED,16.9,C,0:08
9/1/2015,10:45 AM,710391,W00BXM,ACCEPTED,16.89,E,1:16
9/1/2015,12:23 PM,812362,SOHDMM,ACCEPTED,16.89,C,0:57
9/1/2015,10:49 AM,692010,8HSSRR,ACCEPTED,16.89,C,0:32
9/1/2015,5:32 PM,351946,8HSSRR,ACCEPTED,16.89,C,0:27
9/1/2015,11:02 AM,169882,SOHDMM,ACCEPTED,16.89,C,0:24
9/1/2015,11:12 AM,881210,JPUU3X,ACCEPTED,16.84,C,4:59
9/1/2015,12:37 PM,423324,0ST0DT,ACCEPTED,16.82,C,0:33
9/1/2015,11:36 AM,491911,KIAD9J,ACCEPTED,16.79,C,1:05
9/1/2015,11:56 AM,536726,A4O2XC,ACCEPTED,16.67,C,0:31
9/1/2015,10:49 AM,399849,W00BXM,ACCEPTED,16.39,E,1:11
9/1/2015,11:17 AM,774216,WSK7KE,ACCEPTED,16.39,C,0:57
9/1/2015,11:19 AM,485051,KIAD9J,ACCEPTED,16.36,C,0:05
9/1/2015,11:35 AM,613792,AGWNCX,ACCEPTED,16.33,C,0:12
9/1/2015,11:58 AM,397410,JPUU3X,ACCEPTED,16.26,C,0:23
9/1/2015,12:05 PM,318712,NKIEM4,ACCEPTED,16.26,E,0:11
9/1/2015,5:32 PM,494166,EX6L2Q,ACCEPTED,16.25,C,0:15
9/1/2015,11:19 AM,551613,JPUU3X,ACCEPTED,16.16,C,6:33
9/1/2015,11:43 AM,560528,COJS10,ACCEPTED,16.05,C,0:13
9/1/2015,11:35 AM,629272,KIAD9J,ACCEPTED,15.88,C,0:05
9/1/2015,11:37 AM,692703,JPUU3X,ACCEPTED,15.82,C,5:14
9/1/2015,10:59 AM,486742,JPUU3X,ACCEPTED,15.82,C,3:58
9/1/2015,5:13 PM,707806,JPUU3X,ACCEPTED,15.82,C,3:30
9/1/2015,11:23 AM,226699,JPUU3X,ACCEPTED,15.82,C,3:00
9/1/2015,11:23 AM,352106,JPUU3X,ACCEPTED,15.82,C,2:54
9/1/2015,11:42 AM,243481,WSK7KE,ACCEPTED,15.82,C,1:41
9/1/2015,6:46 PM,311744,A4O2XC,ACCEPTED,15.82,C,1:37
9/1/2015,11:11 AM,388985,A4O2XC,ACCEPTED,15.82,C,1:21
9/1/2015,10:51 AM,641581,WSK7KE,ACCEPTED,15.82,C,1:06
9/1/2015,5:40 PM,343841,A4O2XC,ACCEPTED,15.82,C,1:03
9/1/2015,10:44 AM,333464,JPUU3X,ACCEPTED,15.82,C,0:56
9/1/2015,11:34 AM,608030,QKUR3J,ACCEPTED,15.82,E,0:25
9/1/2015,10:48 AM,384092,UK1GEQ,ACCEPTED,15.81,C,1:46
9/1/2015,12:14 PM,784197,JPUU3X,ACCEPTED,15.81,C,0:33
9/1/2015,11:58 AM,376603,ZZNA1K,ACCEPTED,15.81,C,0:04
9/1/2015,11:00 AM,286837,W00BXM,ACCEPTED,15.76,E,0:25
9/1/2015,11:14 AM,610590,W00BXM,ACCEPTED,15.76,E,0:19
9/1/2015,10:59 AM,878794,8HSSRR,ACCEPTED,15.71,C,3:17
9/1/2015,12:38 PM,674221,EX6L2Q,ACCEPTED,15.71,C,0:07
9/1/2015,11:43 AM,221190,9OJW03,REJECTED,15.68,F,4:22
9/1/2015,10:43 AM,320604,EX6L2Q,ACCEPTED,15.68,C,0:24
9/1/2015,10:47 AM,570439,LOI03P,ACCEPTED,15.59,C,1:12
9/1/2015,11:24 AM,591919,EX6L2Q,ACCEPTED,15.59,C,0:27
9/1/2015,11:20 AM,124534,TENC59,ACCEPTED,15.54,C,0:28
9/1/2015,11:17 AM,934446,EX6L2Q,ACCEPTED,15.36,C,0:08
9/1/2015,12:00 PM,178802,EX6L2Q,ACCEPTED,15.36,C,0:08
9/1/2015,12:01 PM,534463,EX6L2Q,ACCEPTED,15.36,C,0:07
9/1/2015,11:06 AM,630083,EX6L2Q,ACCEPTED,15.36,C,0:06
9/1/2015,12:45 PM,852434,EX6L2Q,ACCEPTED,15.36,C,0:05
9/1/2015,11:03 AM,921097,IW1XF2,ACCEPTED,15.35,E,0:09
9/1/2015,12:03 PM,823537,FNG052,ACCEPTED,15.26,D,0:35
9/1/2015,11:37 AM,847328,KIAD9J,ACCEPTED,15.26,C,0:08
9/1/2015,12:40 PM,368127,UK1GEQ,ACCEPTED,15.24,C,1:05
9/1/2015,11:30 AM,931664,8HSSRR,ACCEPTED,15.14,C,6:38
9/1/2015,10:48 AM,174285,4E0GZ9,ACCEPTED,15.03,C,0:14
9/1/2015,11:15 AM,660854,WHJPMC,ACCEPTED,14.97,C,0:22
9/1/2015,3:53 PM,222958,S9I4WO,ACCEPTED,14.95,E,0:48
9/1/2015,10:48 AM,128622,G7W8O0,ACCEPTED,14.92,D,2:12
9/1/2015,11:24 AM,903300,RYQ1L4,ACCEPTED,14.92,E,1:29
9/1/2015,12:22 PM,205374,A4O2XC,ACCEPTED,14.92,C,1:14
9/1/2015,11:43 AM,474347,QKUR3J,ACCEPTED,14.92,E,0:41
9/1/2015,10:52 AM,995037,EX6L2Q,ACCEPTED,14.92,C,0:22
9/1/2015,5:56 PM,616115,B1OTNZ,ACCEPTED,14.89,C,2:12
9/1/2015,6:11 PM,953740,NAU0XL,REJECTED,14.8,D,10:48
9/1/2015,6:09 PM,335293,EX6L2Q,ACCEPTED,14.78,C,0:09
9/1/2015,11:25 AM,594586,KIAD9J,ACCEPTED,14.76,C,0:11
9/1/2015,11:13 AM,182262,JPUU3X,REJECTED,14.69,C,10:07
9/1/2015,11:12 AM,223014,JPUU3X,ACCEPTED,14.69,C,4:56
9/1/2015,11:11 AM,601173,JPUU3X,ACCEPTED,14.69,C,4:42
9/1/2015,10:58 AM,486377,JPUU3X,ACCEPTED,14.69,C,2:44
9/1/2015,12:18 PM,370330,QKUR3J,ACCEPTED,14.69,E,0:57
9/1/2015,11:55 AM,993326,JPUU3X,ACCEPTED,14.69,C,0:45
9/1/2015,11:16 AM,771345,WHJPMC,ACCEPTED,14.69,C,0:39
9/1/2015,12:11 PM,257992,UEZQP6,ACCEPTED,14.69,D,0:39
9/1/2015,10:35 AM,620583,LOI03P,ACCEPTED,14.69,C,0:25
9/1/2015,11:44 AM,232524,A4O2XC,ACCEPTED,14.69,C,0:15
9/1/2015,11:36 AM,152228,PKACD8,ACCEPTED,14.69,C,0:09
9/1/2015,11:40 AM,970677,8HSSRR,ACCEPTED,14.63,C,3:33
9/1/2015,10:56 AM,271992,8HSSRR,ACCEPTED,14.63,C,2:56
9/1/2015,12:12 PM,832138,C4UDYF,ACCEPTED,14.63,C,1:51
9/1/2015,11:22 AM,311220,8HSSRR,ACCEPTED,14.63,C,1:44
9/1/2015,12:17 PM,491371,8HSSRR,ACCEPTED,14.63,C,1:22
9/1/2015,5:07 PM,701694,8HSSRR,ACCEPTED,14.63,C,1:22
9/1/2015,11:13 AM,621506,IBEHMI,ACCEPTED,14.63,C,1:01
9/1/2015,11:36 AM,731406,AGWNCX,ACCEPTED,14.63,C,1:01
9/1/2015,11:15 AM,253418,W00BXM,ACCEPTED,14.63,E,1:00
9/1/2015,12:07 PM,258172,8HSSRR,ACCEPTED,14.63,C,0:49
9/1/2015,6:25 PM,335401,XQQM2P,ACCEPTED,14.63,C,0:29
9/1/2015,11:09 AM,410272,IBEHMI,ACCEPTED,14.63,C,0:28
9/1/2015,11:45 AM,621670,AGWNCX,ACCEPTED,14.63,C,0:27
9/1/2015,11:07 AM,603629,IBEHMI,ACCEPTED,14.63,C,0:24
9/1/2015,10:55 AM,379075,Q64NQ6,ACCEPTED,14.63,D,0:20
9/1/2015,12:21 PM,591350,Q64NQ6,ACCEPTED,14.63,D,0:20
9/1/2015,12:19 PM,106389,AGWNCX,ACCEPTED,14.63,C,0:06
9/1/2015,11:15 AM,571182,AGWNCX,ACCEPTED,14.63,C,0:05
9/1/2015,11:31 AM,213059,8HSSRR,ACCEPTED,14.58,C,5:12
9/1/2015,12:13 PM,516915,SOHDMM,ACCEPTED,14.58,C,0:18
9/1/2015,11:05 AM,376241,WSK7KE,ACCEPTED,14.3,C,0:38
9/1/2015,12:13 PM,857718,A4O2XC,ACCEPTED,14.3,C,0:38
9/1/2015,10:57 AM,861845,UK1GEQ,ACCEPTED,14.28,C,0:59
9/1/2015,11:26 AM,858706,0ST0DT,ACCEPTED,14.23,C,1:15
9/1/2015,11:43 AM,440371,WSK7KE,ACCEPTED,14.13,C,1:22
9/1/2015,11:15 AM,345868,WSK7KE,ACCEPTED,14.13,C,0:08
9/1/2015,11:57 AM,298965,WSK7KE,ACCEPTED,14.13,C,0:06
9/1/2015,11:30 AM,631533,UK1GEQ,ACCEPTED,14.11,C,0:22
9/1/2015,5:34 PM,633689,IW1XF2,ACCEPTED,14.1,E,0:11
9/1/2015,11:15 AM,989455,KIAD9J,ACCEPTED,14.06,C,1:15
9/1/2015,2:27 PM,836776,NAU0XL,ACCEPTED,13.96,D,0:05
9/1/2015,10:59 AM,739103,IW1XF2,ACCEPTED,13.88,E,0:40
9/1/2015,11:43 AM,398088,FNG052,ACCEPTED,13.84,C,2:29
9/1/2015,10:45 AM,211430,EX6L2Q,ACCEPTED,13.65,C,0:07
9/1/2015,11:43 AM,405556,EX6L2Q,ACCEPTED,13.64,C,0:07
9/1/2015,11:23 AM,723172,KIAD9J,ACCEPTED,13.62,C,0:47
9/1/2015,11:08 AM,723491,KIAD9J,ACCEPTED,13.62,C,0:11
9/1/2015,11:10 AM,994102,AGWNCX,ACCEPTED,13.61,C,0:27
9/1/2015,1:06 PM,798530,AGWNCX,ACCEPTED,13.61,C,0:09
9/1/2015,11:13 AM,152790,JPUU3X,ACCEPTED,13.56,C,9:38
9/1/2015,11:18 AM,362325,JPUU3X,ACCEPTED,13.56,C,6:15
9/1/2015,10:36 AM,767486,LOI03P,ACCEPTED,13.56,C,3:57
9/1/2015,11:16 AM,272687,LOI03P,ACCEPTED,13.56,C,2:15
9/1/2015,11:16 AM,351811,LOI03P,ACCEPTED,13.56,C,1:40
9/1/2015,10:48 AM,775764,G7W8O0,ACCEPTED,13.56,D,1:25
9/1/2015,11:29 AM,243680,G7W8O0,ACCEPTED,13.56,D,1:10
9/1/2015,4:57 PM,746104,A4O2XC,ACCEPTED,13.56,C,0:58
9/1/2015,1:25 PM,637053,LOI03P,ACCEPTED,13.56,C,0:56
9/1/2015,4:48 PM,710866,4E0GZ9,ACCEPTED,13.56,C,0:53
9/1/2015,10:31 AM,582575,LOI03P,ACCEPTED,13.56,C,0:50
9/1/2015,11:38 AM,240182,NCZ7KY,ACCEPTED,13.56,E,0:31
9/1/2015,10:54 AM,592842,A4O2XC,ACCEPTED,13.56,C,0:30
9/1/2015,11:56 AM,109967,TINX4K,ACCEPTED,13.56,D,0:24
9/1/2015,11:49 AM,247741,NCZ7KY,ACCEPTED,13.56,E,0:21
9/1/2015,11:11 AM,319653,LOI03P,ACCEPTED,13.56,C,0:17
9/1/2015,11:12 AM,852938,ZFX6KJ,ACCEPTED,13.56,C,0:17
9/1/2015,11:23 AM,329678,LOI03P,ACCEPTED,13.56,C,0:16
9/1/2015,12:24 PM,654970,LOI03P,ACCEPTED,13.56,C,0:16
9/1/2015,10:45 AM,925303,LOI03P,ACCEPTED,13.56,C,0:14
9/1/2015,11:45 AM,798379,WSK7KE,ACCEPTED,13.56,C,0:10
9/1/2015,11:56 AM,663611,WSK7KE,ACCEPTED,13.56,C,0:10
9/1/2015,11:57 AM,202834,NCZ7KY,ACCEPTED,13.56,E,0:10
9/1/2015,11:55 AM,202834,NCZ7KY,ACCEPTED,13.56,E,0:07
9/1/2015,10:49 AM,313232,UK1GEQ,ACCEPTED,13.55,C,1:48
9/1/2015,10:51 AM,643713,JPUU3X,ACCEPTED,13.55,C,1:08
9/1/2015,10:48 AM,676530,UK1GEQ,ACCEPTED,13.55,C,0:42
9/1/2015,10:55 AM,873449,JPUU3X,ACCEPTED,13.55,C,0:38
9/1/2015,10:53 AM,461456,JPUU3X,ACCEPTED,13.55,C,0:36
9/1/2015,12:07 PM,423961,UK1GEQ,ACCEPTED,13.55,C,0:33
9/1/2015,12:40 PM,399173,JPUU3X,ACCEPTED,13.55,C,0:31
9/1/2015,12:16 PM,974093,JPUU3X,ACCEPTED,13.55,C,0:29
9/1/2015,2:57 PM,440371,ARWPTU,REJECTED,13.55,F,0:12
9/1/2015,11:36 AM,154064,ZZNA1K,ACCEPTED,13.55,C,0:06
9/1/2015,11:35 AM,432808,ZZNA1K,ACCEPTED,13.54,C,0:11
9/1/2015,7:28 PM,586366,8HSSRR,ACCEPTED,13.5,C,3:23
9/1/2015,7:18 PM,890892,8HSSRR,ACCEPTED,13.5,C,2:09
9/1/2015,6:51 PM,172278,IBEHMI,ACCEPTED,13.5,C,1:52
9/1/2015,10:56 AM,341549,8HSSRR,ACCEPTED,13.5,C,1:49
9/1/2015,10:49 AM,507471,8HSSRR,ACCEPTED,13.5,C,1:48
9/1/2015,10:39 AM,366739,8HSSRR,ACCEPTED,13.5,C,1:45
9/1/2015,10:56 AM,571794,8HSSRR,ACCEPTED,13.5,C,1:25
9/1/2015,10:49 AM,263728,8HSSRR,ACCEPTED,13.5,C,1:22
9/1/2015,10:30 AM,369088,IBEHMI,ACCEPTED,13.5,C,1:16
9/1/2015,5:00 PM,223014,8HSSRR,ACCEPTED,13.5,C,1:09
9/1/2015,5:46 PM,917408,AGWNCX,ACCEPTED,13.5,C,1:05
9/1/2015,10:49 AM,879919,8HSSRR,ACCEPTED,13.5,C,1:02
9/1/2015,2:13 PM,218933,8HSSRR,ACCEPTED,13.5,C,1:01
9/1/2015,11:26 AM,245314,0EC498,ACCEPTED,13.5,C,0:58
9/1/2015,12:11 PM,822658,AGWNCX,ACCEPTED,13.5,C,0:55
9/1/2015,11:24 AM,358663,8HSSRR,ACCEPTED,13.5,C,0:44
9/1/2015,11:13 AM,630750,9CUHY3,ACCEPTED,13.5,C,0:41
9/1/2015,12:24 PM,591756,8HSSRR,ACCEPTED,13.5,C,0:39
9/1/2015,11:45 AM,327099,AGWNCX,ACCEPTED,13.5,C,0:35
9/1/2015,10:54 AM,984839,AGWNCX,ACCEPTED,13.5,C,0:34
9/1/2015,2:32 PM,713575,8HSSRR,ACCEPTED,13.5,C,0:33
9/1/2015,11:04 AM,572707,8HSSRR,ACCEPTED,13.5,C,0:31
9/1/2015,5:29 PM,275125,AGWNCX,ACCEPTED,13.5,C,0:30
9/1/2015,11:28 AM,209780,D9W275,ACCEPTED,13.5,E,0:28
9/1/2015,10:52 AM,429258,AGWNCX,ACCEPTED,13.5,C,0:25
9/1/2015,11:14 AM,578468,D9W275,ACCEPTED,13.5,E,0:25
9/1/2015,10:46 AM,439580,D9W275,ACCEPTED,13.5,E,0:23
9/1/2015,11:03 AM,642729,Q64NQ6,ACCEPTED,13.5,D,0:21
9/1/2015,11:43 AM,688513,C4UDYF,ACCEPTED,13.5,C,0:19
9/1/2015,5:56 PM,989455,AGWNCX,ACCEPTED,13.5,C,0:08
9/1/2015,4:15 PM,497216,AGWNCX,ACCEPTED,13.5,C,0:07
9/1/2015,11:05 AM,923866,AGWNCX,ACCEPTED,13.5,C,0:05
9/1/2015,11:16 AM,290346,AGWNCX,ACCEPTED,13.5,C,0:05
9/1/2015,10:55 AM,416931,AGWNCX,ACCEPTED,13.5,C,0:04
9/1/2015,5:23 PM,295078,97GQ8Z,ACCEPTED,13.4,E,2:41
9/1/2015,6:53 PM,260667,97GQ8Z,ACCEPTED,13.4,E,0:51
9/1/2015,11:10 AM,393056,97GQ8Z,ACCEPTED,13.4,E,0:38
9/1/2015,5:20 PM,522639,97GQ8Z,ACCEPTED,13.4,E,0:13
9/1/2015,10:54 AM,112295,FNG052,ACCEPTED,13.32,C,2:13
9/1/2015,10:54 AM,541594,TENC59,ACCEPTED,13.28,C,1:46
9/1/2015,10:55 AM,909873,AGWNCX,ACCEPTED,13.28,C,0:27
9/1/2015,11:18 AM,740691,AGWNCX,ACCEPTED,13.28,C,0:07
9/1/2015,11:00 AM,606612,451FXJ,ACCEPTED,13.22,A,1:25
9/1/2015,11:30 AM,199606,3L4ZGE,ACCEPTED,13.16,C,0:36
9/1/2015,6:12 AM,168380,UK1GEQ,ACCEPTED,13.09,C,1:55
9/1/2015,10:52 AM,660933,KIAD9J,ACCEPTED,13.05,C,0:06
9/1/2015,11:30 AM,886996,WSK7KE,ACCEPTED,13,C,1:49
9/1/2015,12:16 PM,703638,WSK7KE,ACCEPTED,13,C,1:07
9/1/2015,11:29 AM,439763,S7QTUA,ACCEPTED,13,C,0:26
9/1/2015,10:55 AM,187088,WSK7KE,ACCEPTED,13,C,0:22
9/1/2015,11:54 AM,544122,WSK7KE,ACCEPTED,13,C,0:13
9/1/2015,11:18 AM,268050,AGWNCX,ACCEPTED,13,C,0:04
9/1/2015,11:52 AM,440085,ZZNA1K,ACCEPTED,12.97,C,0:05
9/1/2015,12:21 PM,102264,7OG3CG,ACCEPTED,12.96,C,0:54
9/1/2015,11:19 AM,667687,UK1GEQ,ACCEPTED,12.89,C,2:05
9/1/2015,10:51 AM,334196,TENC59,ACCEPTED,12.71,C,0:13
9/1/2015,11:52 AM,876313,VJCNQC,ACCEPTED,12.66,C,0:12
9/1/2015,11:42 AM,209599,KIAD9J,ACCEPTED,12.54,C,1:05
9/1/2015,10:58 AM,338618,IW1XF2,ACCEPTED,12.52,E,1:41
9/1/2015,11:27 AM,870512,OOLH31,ACCEPTED,12.43,D,3:04
9/1/2015,11:35 AM,119424,JPUU3X,ACCEPTED,12.43,C,3:03
9/1/2015,11:51 AM,346730,JPUU3X,ACCEPTED,12.43,C,2:44
9/1/2015,4:49 PM,761289,9CUHY3,ACCEPTED,12.43,C,1:46
9/1/2015,12:15 PM,149994,JPUU3X,ACCEPTED,12.43,C,1:29
9/1/2015,1:38 PM,439224,A4O2XC,ACCEPTED,12.43,C,1:27
9/1/2015,12:20 PM,190445,G7W8O0,ACCEPTED,12.43,D,1:25
9/1/2015,12:19 PM,784325,JPUU3X,ACCEPTED,12.43,C,1:00
9/1/2015,1:13 PM,434813,A4O2XC,ACCEPTED,12.43,C,0:54
9/1/2015,11:06 AM,179814,ZFX6KJ,ACCEPTED,12.43,C,0:51
9/1/2015,11:24 AM,166109,WSK7KE,REJECTED,12.43,C,0:45
9/1/2015,11:17 AM,909926,A4O2XC,ACCEPTED,12.43,C,0:39
9/1/2015,12:05 PM,750965,9T0TP1,ACCEPTED,12.43,C,0:38
9/1/2015,2:05 PM,976229,A4O2XC,ACCEPTED,12.43,C,0:38
9/1/2015,7:04 PM,507514,TYDFUI,ACCEPTED,12.43,C,0:33
9/1/2015,11:29 AM,646187,LOI03P,ACCEPTED,12.43,C,0:21
9/1/2015,11:14 AM,472033,IAPJ2G,ACCEPTED,12.42,D,7:54
9/1/2015,11:38 AM,202626,IAPJ2G,ACCEPTED,12.42,D,2:17
9/1/2015,11:04 AM,851571,JPUU3X,ACCEPTED,12.42,C,1:10
9/1/2015,12:19 PM,831320,JPUU3X,ACCEPTED,12.42,C,1:07
9/1/2015,11:28 AM,100643,UK1GEQ,ACCEPTED,12.42,C,0:38
9/1/2015,1:03 PM,959473,JPUU3X,ACCEPTED,12.42,C,0:32
9/1/2015,12:19 PM,135924,JPUU3X,ACCEPTED,12.42,C,0:26
9/1/2015,11:58 AM,211011,JPUU3X,ACCEPTED,12.42,C,0:25
9/1/2015,10:58 AM,959742,JPUU3X,ACCEPTED,12.42,C,0:24
9/1/2015,11:18 AM,640893,JPUU3X,ACCEPTED,12.42,C,0:11
9/1/2015,11:33 AM,231109,JPUU3X,ACCEPTED,12.42,C,0:08
9/1/2015,11:35 AM,665584,ZZNA1K,ACCEPTED,12.42,C,0:05
9/1/2015,11:52 AM,221190,KYO3I8,ACCEPTED,12.41,F,0:11
9/1/2015,7:34 AM,633247,C4UDYF,ACCEPTED,12.38,C,1:33
9/1/2015,11:08 AM,202754,JPUU3X,ACCEPTED,12.37,C,8:40
9/1/2015,12:03 PM,421054,8HSSRR,ACCEPTED,12.37,C,2:20
9/1/2015,11:39 AM,596789,SOHDMM,ACCEPTED,12.37,C,1:54
9/1/2015,2:37 PM,708020,SOHDMM,ACCEPTED,12.37,C,1:01
9/1/2015,11:23 AM,541530,0EC498,ACCEPTED,12.37,C,0:50
9/1/2015,11:14 AM,882573,9CUHY3,ACCEPTED,12.37,C,0:49
9/1/2015,10:49 AM,567733,IBEHMI,ACCEPTED,12.37,C,0:31
9/1/2015,10:59 AM,873008,9CUHY3,ACCEPTED,12.37,C,0:31
9/1/2015,5:04 PM,938800,W00BXM,ACCEPTED,12.37,E,0:13
